Battery_ID,Cycle_Count,Voltage_V,Current_A,Temperature_C,SOC_percent,Capacity_Ah,Internal_Resistance_Ohm,Energy_Remaining_kWh,Power_kW,SOH_percent,Condition_Score,Battery_Condition,Second_Life_Status
EVB_0646,1574,335.12,78.63,17.16,33.73,40.57,0.0983,4.59,26.35,67.62,78.42,Critical,Consider second-life/replacement
EVB_0647,1699,349.2,42.2,34.03,51.68,39.59,0.104,7.15,14.74,65.98,76.75,Critical,Consider second-life/replacement
EVB_0648,1566,345.94,38.22,12.77,54.63,41.76,0.0998,7.89,13.22,69.61,79.31,Critical,Consider second-life/replacement
EVB_0649,1148,357.55,16.86,35.66,58.46,46.92,0.0894,9.81,6.03,78.2,85.03,Degraded,Suitable for evaluation
EVB_0650,462,347.32,45.29,37.76,46.92,53.87,0.0682,8.78,15.73,89.78,92.72,Moderate,Suitable for evaluation
EVB_0651,1449,355.5,78.65,38.76,62.55,42.94,0.1009,9.55,27.96,71.56,77.99,Degraded,Suitable for evaluation
EVB_0652,1493,370.16,37.61,28.71,92.28,42.32,0.0977,14.45,13.92,70.53,80.1,Degraded,Suitable for evaluation
EVB_0653,778,344.42,59.39,42.67,39.42,49.57,0.0829,6.73,20.45,82.62,84.12,Moderate,Suitable for evaluation
EVB_0654,1350,360.58,16.97,48.46,73.94,43.75,0.1106,11.67,6.12,72.92,71.61,Degraded,Suitable for evaluation
EVB_0655,1070,374.67,32.38,27.43,89.97,47.27,0.0828,15.93,12.13,78.78,86.62,Degraded,Suitable for evaluation
EVB_0656,810,349.95,53.53,26.39,48.32,49.06,0.0738,8.3,18.73,81.77,89.47,Moderate,Suitable for evaluation
EVB_0657,725,345.25,47.25,31.19,47.13,51.09,0.0734,8.31,16.31,85.16,91.38,Moderate,Suitable for evaluation
EVB_0658,1467,350.94,58.38,26.18,62.2,42.42,0.0998,9.26,20.49,70.71,79.91,Degraded,Suitable for evaluation
EVB_0659,506,361.16,32.81,25.01,61.18,53.5,0.0588,11.82,11.85,89.17,94.05,Moderate,Suitable for evaluation
EVB_0660,969,367.27,9.71,25.71,81.63,49.23,0.0739,14.76,3.56,82.05,89.61,Moderate,Suitable for evaluation
EVB_0661,241,351.27,65.17,43.73,50.27,57.6,0.0712,10.17,22.89,96.0,92.41,Healthy,Not yet
EVB_0662,788,381.01,22.19,36.18,99.63,50.22,0.0803,19.07,8.46,83.71,88.95,Moderate,Suitable for evaluation
EVB_0663,1762,317.71,58.84,26.15,10.65,38.51,0.1058,1.3,18.69,64.19,75.53,Critical,Consider second-life/replacement
EVB_0664,1172,321.31,58.48,10.36,5.3,45.84,0.0861,0.78,18.79,76.41,84.88,Degraded,Suitable for evaluation
EVB_0665,1621,356.39,13.15,17.64,65.82,40.41,0.1002,9.48,4.69,67.35,78.02,Critical,Consider second-life/replacement
EVB_0666,1027,335.82,65.88,34.03,33.35,47.26,0.085,5.29,22.12,78.77,86.32,Degraded,Suitable for evaluation
EVB_0667,1058,330.76,37.46,13.03,27.84,44.71,0.0781,4.12,12.39,74.51,84.9,Degraded,Suitable for evaluation
EVB_0668,145,343.0,47.84,32.34,34.63,59.49,0.0553,7.07,16.41,99.15,99.53,Healthy,Not yet
EVB_0669,1737,336.5,41.03,21.48,29.32,39.16,0.1065,3.86,13.81,65.26,76.03,Critical,Consider second-life/replacement
EVB_0670,712,323.46,79.26,30.73,7.93,51.33,0.0714,1.32,25.64,85.55,91.87,Moderate,Suitable for evaluation
EVB_0671,1263,372.38,63.51,30.51,97.3,45.07,0.086,16.33,23.65,75.12,84.18,Degraded,Suitable for evaluation
EVB_0672,86,332.82,15.26,30.96,25.97,58.91,0.0509,5.09,5.08,98.19,99.0,Healthy,Not yet
EVB_0673,1442,360.86,82.69,26.84,74.73,42.39,0.092,11.43,29.84,70.66,80.93,Degraded,Suitable for evaluation
EVB_0674,1768,367.56,29.5,26.58,77.45,38.08,0.1041,10.84,10.84,63.47,75.36,Critical,Consider second-life/replacement
EVB_0675,1598,372.45,77.65,24.23,93.28,39.54,0.1013,13.74,28.92,65.89,77.07,Critical,Consider second-life/replacement
EVB_0676,328,322.66,45.44,33.87,7.9,55.12,0.0696,1.41,14.66,91.86,95.52,Healthy,Not yet
EVB_0677,266,368.8,34.32,36.44,87.84,55.96,0.0601,18.13,12.66,93.27,95.43,Healthy,Not yet
EVB_0678,916,349.59,39.94,20.25,55.09,49.46,0.0668,9.53,13.96,82.44,90.34,Moderate,Suitable for evaluation
EVB_0679,922,354.04,35.97,29.59,65.09,49.44,0.0747,11.39,12.74,82.41,89.7,Moderate,Suitable for evaluation
EVB_0680,1346,354.16,88.49,31.57,66.22,43.23,0.0961,10.14,31.34,72.05,81.15,Degraded,Suitable for evaluation
EVB_0681,111,371.56,39.68,31.47,82.88,56.8,0.0455,17.49,14.74,94.67,97.07,Healthy,Not yet
EVB_0682,645,339.75,41.16,31.33,36.67,52.27,0.072,6.51,13.98,87.11,92.65,Moderate,Suitable for evaluation
EVB_0683,778,369.19,43.43,26.78,74.64,50.37,0.0729,13.88,16.03,83.95,90.79,Moderate,Suitable for evaluation
EVB_0684,1415,353.37,26.96,32.23,55.21,42.71,0.1003,8.33,9.53,71.18,80.11,Degraded,Suitable for evaluation
EVB_0685,446,366.82,70.1,34.94,80.37,55.32,0.0623,16.31,25.72,92.2,95.71,Healthy,Not yet
EVB_0686,748,376.6,12.63,31.13,99.1,51.12,0.0695,19.08,4.76,85.2,91.86,Moderate,Suitable for evaluation
EVB_0687,1092,335.94,37.06,34.05,24.06,46.21,0.0887,3.74,12.45,77.02,84.87,Degraded,Suitable for evaluation
EVB_0688,226,386.14,55.92,37.92,99.49,56.31,0.0592,21.63,21.59,93.85,94.87,Healthy,Not yet
EVB_0689,1685,316.9,50.14,15.19,13.53,39.6,0.1037,1.7,15.89,65.99,76.8,Critical,Consider second-life/replacement
EVB_0690,445,322.33,60.26,37.55,5.22,53.91,0.0729,0.91,19.42,89.85,92.5,Moderate,Suitable for evaluation
EVB_0691,494,323.61,77.49,32.74,9.2,54.02,0.0669,1.61,25.08,90.04,94.52,Healthy,Not yet
EVB_0692,1306,341.41,64.57,21.11,37.47,45.05,0.0828,5.76,22.05,75.08,84.59,Degraded,Suitable for evaluation
EVB_0693,125,365.98,45.66,36.42,65.13,57.47,0.0577,13.7,16.71,95.78,96.83,Healthy,Not yet
EVB_0694,314,324.92,87.22,26.81,11.56,56.29,0.0588,2.11,28.34,93.82,96.6,Healthy,Not yet
EVB_0695,504,315.89,39.03,27.9,5.54,54.59,0.0674,0.96,12.33,90.99,95.04,Healthy,Not yet
EVB_0696,767,377.88,37.91,25.94,94.02,50.74,0.0681,18.03,14.33,84.56,91.51,Moderate,Suitable for evaluation
EVB_0697,784,373.48,40.48,32.42,83.08,51.1,0.0757,15.86,15.12,85.16,91.08,Moderate,Suitable for evaluation
EVB_0698,1457,365.63,39.33,23.72,81.87,42.31,0.0964,12.67,14.38,70.52,80.26,Degraded,Suitable for evaluation
EVB_0699,1637,368.32,21.07,37.21,89.02,40.38,0.1042,13.24,7.76,67.29,76.12,Critical,Consider second-life/replacement
EVB_0700,900,360.47,13.91,28.89,71.5,49.51,0.0803,12.76,5.02,82.51,89.01,Moderate,Suitable for evaluation
EVB_0701,1579,327.21,56.72,27.09,14.92,40.65,0.0993,1.98,18.56,67.75,78.36,Critical,Consider second-life/replacement
EVB_0702,1440,341.07,34.45,36.02,42.91,44.07,0.1048,6.45,11.75,73.45,80.14,Degraded,Suitable for evaluation
EVB_0703,193,366.25,76.5,27.44,73.7,58.09,0.0488,15.68,28.02,96.81,98.25,Healthy,Not yet
EVB_0704,934,337.04,45.9,37.59,31.63,49.59,0.0779,5.29,15.47,82.65,87.85,Moderate,Suitable for evaluation
EVB_0705,1142,360.09,38.04,37.84,70.3,46.92,0.0903,11.88,13.7,78.2,83.6,Degraded,Suitable for evaluation
EVB_0706,1172,323.28,69.82,19.32,7.33,46.17,0.0869,1.09,22.57,76.94,85.06,Degraded,Suitable for evaluation
EVB_0707,445,338.51,54.15,38.87,34.08,55.46,0.0655,6.4,18.33,92.43,93.51,Healthy,Not yet
EVB_0708,1098,351.01,40.98,18.3,57.17,46.96,0.0712,9.42,14.38,78.26,87.89,Degraded,Suitable for evaluation
EVB_0709,997,359.88,31.66,39.37,65.05,47.33,0.0889,11.08,11.39,78.88,83.24,Degraded,Suitable for evaluation
EVB_0710,940,351.46,100.0,46.23,59.82,48.23,0.0924,10.14,35.15,80.38,79.48,Moderate,Suitable for evaluation
EVB_0711,1542,357.08,48.96,37.0,71.29,40.7,0.1073,10.36,17.48,67.84,76.14,Critical,Consider second-life/replacement
EVB_0712,1557,315.16,69.85,12.74,5.58,39.84,0.098,0.7,22.01,66.41,77.79,Critical,Consider second-life/replacement
EVB_0713,1638,326.83,30.84,38.51,14.59,39.59,0.1074,1.89,10.08,65.98,74.2,Critical,Consider second-life/replacement
EVB_0714,1224,370.44,30.09,47.97,87.55,44.78,0.108,14.52,11.15,74.63,73.2,Degraded,Suitable for evaluation
EVB_0715,1217,355.81,80.65,27.58,69.77,46.14,0.0813,11.45,28.7,76.9,85.79,Degraded,Suitable for evaluation
EVB_0716,618,330.61,74.26,29.72,15.73,51.99,0.0656,2.7,24.55,86.64,92.65,Moderate,Suitable for evaluation
EVB_0717,1112,367.85,49.04,20.49,85.0,47.36,0.0845,14.81,18.04,78.94,86.48,Degraded,Suitable for evaluation
EVB_0718,158,334.43,40.77,32.5,28.01,57.26,0.055,5.36,13.63,95.43,97.49,Healthy,Not yet
EVB_0719,1766,345.53,40.74,40.15,50.43,37.93,0.1156,6.61,14.08,63.22,70.6,Critical,Consider second-life/replacement
EVB_0720,1115,332.89,36.57,35.58,18.79,47.61,0.0848,2.98,12.18,79.35,86.32,Degraded,Suitable for evaluation
EVB_0721,1259,360.11,21.48,55.0,72.46,44.03,0.1137,11.49,7.74,73.38,67.53,Degraded,Suitable for evaluation
EVB_0722,984,361.3,59.43,30.26,68.35,48.07,0.0797,11.87,21.47,80.12,87.78,Moderate,Suitable for evaluation
EVB_0723,447,336.52,57.69,16.95,25.06,54.8,0.054,4.62,19.41,91.33,95.23,Healthy,Not yet
EVB_0724,1296,371.55,53.81,31.37,87.02,43.6,0.0923,14.1,19.99,72.67,82.0,Degraded,Suitable for evaluation
EVB_0725,683,348.65,39.76,10.67,43.12,51.57,0.0708,7.75,13.86,85.95,92.17,Moderate,Suitable for evaluation
EVB_0726,1206,334.74,51.67,25.74,32.79,45.53,0.0951,5.0,17.29,75.88,83.4,Degraded,Suitable for evaluation
EVB_0727,1236,325.38,40.89,43.0,19.47,45.67,0.1003,2.89,13.3,76.12,78.03,Degraded,Suitable for evaluation
EVB_0728,1288,331.87,34.27,32.6,30.29,43.37,0.0862,4.36,11.37,72.29,82.6,Degraded,Suitable for evaluation
EVB_0729,782,321.77,80.16,31.44,7.09,51.85,0.0677,1.18,25.79,86.42,92.53,Moderate,Suitable for evaluation
EVB_0730,284,353.91,45.94,44.57,60.41,56.07,0.0716,11.99,16.26,93.46,90.44,Healthy,Not yet
EVB_0731,707,371.18,49.93,27.84,85.01,50.74,0.0665,16.01,18.53,84.56,91.51,Moderate,Suitable for evaluation
EVB_0732,800,353.42,59.19,40.09,57.15,49.27,0.0749,9.95,20.92,82.11,86.45,Moderate,Suitable for evaluation
EVB_0733,637,337.31,50.31,31.03,25.83,52.55,0.0721,4.58,16.97,87.58,92.88,Moderate,Suitable for evaluation
EVB_0734,1082,322.86,54.35,33.04,8.2,46.07,0.0834,1.22,17.55,76.79,85.45,Degraded,Suitable for evaluation
EVB_0735,1147,331.2,28.39,20.26,25.39,45.84,0.0889,3.86,9.4,76.41,84.5,Degraded,Suitable for evaluation
EVB_0736,1003,345.98,29.53,26.14,44.53,47.79,0.0764,7.36,10.22,79.65,87.95,Degraded,Suitable for evaluation
EVB_0737,541,363.28,24.68,18.82,77.16,54.31,0.0698,15.22,8.97,90.51,94.78,Healthy,Not yet
EVB_0738,962,331.31,59.16,29.24,22.85,49.17,0.0822,3.72,19.6,81.95,88.45,Moderate,Suitable for evaluation
EVB_0739,1326,362.63,43.47,33.12,73.38,43.64,0.091,11.61,15.76,72.73,82.2,Degraded,Suitable for evaluation
EVB_0740,1303,370.79,24.39,21.12,87.36,44.22,0.084,14.32,9.04,73.69,83.67,Degraded,Suitable for evaluation
EVB_0741,1592,346.46,55.67,46.39,48.12,39.27,0.1231,6.55,19.29,65.44,67.08,Critical,Consider second-life/replacement
EVB_0742,1247,365.96,50.82,32.22,83.04,43.61,0.0896,13.25,18.6,72.68,82.36,Degraded,Suitable for evaluation
EVB_0743,1726,354.2,31.57,30.46,57.69,38.43,0.1027,7.85,11.18,64.05,75.86,Critical,Consider second-life/replacement
EVB_0744,1241,362.52,42.64,36.16,65.52,45.84,0.0989,10.89,15.46,76.4,82.47,Degraded,Suitable for evaluation
EVB_0745,219,348.78,54.25,23.37,55.0,57.92,0.0564,11.11,18.92,96.53,98.09,Healthy,Not yet
EVB_0746,1466,342.49,29.67,31.31,49.0,42.68,0.1021,7.16,10.16,71.13,79.84,Degraded,Suitable for evaluation
EVB_0747,995,334.22,57.92,24.27,27.29,47.04,0.0794,4.29,19.36,78.4,86.86,Degraded,Suitable for evaluation
EVB_0748,844,337.81,52.36,42.47,33.8,49.04,0.092,5.6,17.69,81.73,82.53,Moderate,Suitable for evaluation
EVB_0749,683,343.97,29.11,21.53,32.55,51.2,0.0637,5.73,10.01,85.34,91.94,Moderate,Suitable for evaluation
EVB_0750,1267,353.29,47.93,30.51,58.51,44.68,0.0875,9.24,16.93,74.47,83.62,Degraded,Suitable for evaluation
EVB_0751,1590,329.72,55.61,32.63,16.4,40.76,0.1043,2.2,18.34,67.93,77.79,Critical,Consider second-life/replacement
EVB_0752,78,370.87,28.68,33.16,92.1,58.36,0.0549,19.93,10.64,97.27,98.5,Healthy,Not yet
EVB_0753,1238,364.43,32.33,25.35,73.46,45.39,0.091,12.15,11.78,75.65,83.81,Degraded,Suitable for evaluation
EVB_0754,1495,340.26,27.67,22.84,43.14,42.22,0.097,6.2,9.42,70.37,80.1,Degraded,Suitable for evaluation
EVB_0755,388,329.23,40.51,25.47,20.07,54.83,0.0567,3.62,13.34,91.39,95.26,Healthy,Not yet
EVB_0756,1721,369.29,40.13,34.23,88.79,39.56,0.1133,12.97,14.82,65.93,75.49,Critical,Consider second-life/replacement
EVB_0757,1569,362.79,31.21,28.85,83.26,41.96,0.103,12.67,11.32,69.93,79.07,Critical,Consider second-life/replacement
EVB_0758,1438,362.77,15.44,36.37,73.56,43.68,0.0969,11.66,5.6,72.8,80.63,Degraded,Suitable for evaluation
EVB_0759,1415,335.57,34.91,33.82,30.8,43.36,0.094,4.48,11.71,72.27,81.56,Degraded,Suitable for evaluation
EVB_0760,549,346.11,38.3,11.78,43.23,53.73,0.062,8.04,13.26,89.56,94.26,Moderate,Suitable for evaluation
EVB_0761,1730,326.77,63.93,31.98,14.76,39.07,0.1044,1.88,20.89,65.12,76.22,Critical,Consider second-life/replacement
EVB_0762,560,337.25,58.95,48.0,22.96,53.42,0.0831,4.14,19.88,89.03,84.41,Moderate,Suitable for evaluation
EVB_0763,1400,364.08,56.53,40.6,79.39,42.2,0.1042,12.2,20.58,70.33,75.76,Degraded,Suitable for evaluation
EVB_0764,266,366.0,28.95,33.38,72.93,57.45,0.0592,15.33,10.59,95.75,97.66,Healthy,Not yet
EVB_0765,1374,354.96,46.18,21.52,61.38,43.31,0.0939,9.44,16.39,72.18,81.52,Degraded,Suitable for evaluation
EVB_0766,1205,373.53,-3.43,33.82,90.09,46.58,0.0912,15.68,1.28,77.64,84.88,Degraded,Suitable for evaluation
EVB_0767,1143,355.35,51.47,35.92,60.41,46.65,0.0834,10.02,18.29,77.76,85.43,Degraded,Suitable for evaluation
EVB_0768,1325,351.55,56.07,27.97,49.36,44.05,0.0946,7.64,19.71,73.42,82.11,Degraded,Suitable for evaluation
EVB_0769,1488,337.45,40.19,32.53,37.34,41.98,0.0969,5.29,13.56,69.96,79.9,Critical,Consider second-life/replacement
EVB_0770,494,372.58,45.0,42.08,94.34,54.12,0.0718,19.02,16.76,90.2,90.12,Healthy,Not yet
EVB_0771,925,323.25,22.19,23.14,12.86,49.23,0.0755,2.05,7.17,82.06,89.4,Moderate,Suitable for evaluation
EVB_0772,1255,376.59,25.37,21.53,93.43,44.66,0.0895,15.71,9.55,74.44,83.34,Degraded,Suitable for evaluation
EVB_0773,216,371.37,54.75,35.54,83.54,57.45,0.0593,17.82,20.33,95.75,97.34,Healthy,Not yet
EVB_0774,140,329.08,58.12,33.66,17.34,58.95,0.0488,3.36,19.13,98.25,99.04,Healthy,Not yet
EVB_0775,763,351.01,36.55,38.23,58.67,49.74,0.0793,10.24,12.83,82.91,87.42,Moderate,Suitable for evaluation
EVB_0776,1604,370.14,55.13,34.56,87.32,41.26,0.103,13.34,20.4,68.77,78.42,Critical,Consider second-life/replacement
EVB_0777,88,358.6,46.37,25.46,59.32,59.31,0.0534,12.62,16.63,98.85,99.37,Healthy,Not yet
EVB_0778,1199,374.0,30.98,33.46,91.18,46.44,0.0853,15.84,11.59,77.4,85.54,Degraded,Suitable for evaluation
EVB_0779,1524,373.46,36.36,20.86,94.58,41.21,0.0943,14.56,13.58,68.69,79.53,Critical,Consider second-life/replacement
EVB_0780,222,347.9,37.39,28.0,45.13,57.34,0.0513,9.0,13.01,95.57,97.56,Healthy,Not yet
EVB_0781,702,343.79,24.79,34.02,40.84,51.72,0.0691,7.26,8.52,86.2,92.41,Moderate,Suitable for evaluation
EVB_0782,803,376.56,62.35,27.12,93.95,50.88,0.0722,18.0,23.48,84.8,91.35,Moderate,Suitable for evaluation
EVB_0783,1293,355.58,32.48,49.74,69.14,44.12,0.1039,10.85,11.55,73.53,72.07,Degraded,Suitable for evaluation
EVB_0784,1711,325.54,34.09,14.86,16.02,38.6,0.1052,2.01,11.1,64.33,75.69,Critical,Consider second-life/replacement
EVB_0785,1131,321.03,22.39,25.62,9.02,46.63,0.0886,1.35,7.19,77.72,85.26,Degraded,Suitable for evaluation
EVB_0786,1733,354.43,-3.48,22.5,58.64,40.61,0.1059,8.44,1.23,67.68,77.43,Critical,Consider second-life/replacement
EVB_0787,525,376.86,52.42,24.4,93.37,54.13,0.064,19.05,19.76,90.21,94.62,Healthy,Not yet
EVB_0788,505,373.97,55.06,24.86,85.2,55.09,0.0584,17.55,20.59,91.81,95.5,Healthy,Not yet
EVB_0789,878,359.52,64.17,19.39,69.21,50.19,0.0752,12.49,23.07,83.66,90.32,Moderate,Suitable for evaluation
EVB_0790,944,327.81,46.13,36.02,18.22,49.58,0.0812,2.96,15.12,82.63,88.35,Moderate,Suitable for evaluation
EVB_0791,1434,338.4,41.71,25.62,29.15,43.01,0.0979,4.24,14.11,71.68,80.7,Degraded,Suitable for evaluation
EVB_0792,1074,372.9,31.28,31.31,88.17,47.48,0.0806,15.61,11.66,79.13,87.11,Degraded,Suitable for evaluation
EVB_0793,436,330.57,40.82,26.52,22.37,54.95,0.0568,4.06,13.49,91.58,95.37,Healthy,Not yet
EVB_0794,397,341.15,67.38,24.47,31.45,55.24,0.0602,5.93,22.99,92.07,95.64,Healthy,Not yet
EVB_0795,239,328.57,48.45,43.38,17.31,57.27,0.072,3.26,15.92,95.46,92.21,Healthy,Not yet
EVB_0796,554,362.09,49.5,37.38,69.23,52.88,0.0696,13.26,17.92,88.13,92.04,Moderate,Suitable for evaluation
EVB_0797,1264,380.57,31.68,15.05,94.68,46.15,0.0899,16.63,12.06,76.92,84.65,Degraded,Suitable for evaluation
EVB_0798,1581,330.06,71.11,14.21,30.55,40.38,0.1041,4.07,23.47,67.3,77.46,Critical,Consider second-life/replacement
EVB_0799,1442,346.4,10.7,38.34,50.16,43.11,0.1042,7.49,3.7,71.86,77.96,Degraded,Suitable for evaluation
EVB_0800,1482,357.39,21.2,25.84,65.26,43.18,0.0989,10.07,7.58,71.97,80.72,Degraded,Suitable for evaluation
EVB_0801,873,381.79,45.84,16.81,99.95,49.4,0.0752,18.85,17.5,82.33,89.59,Moderate,Suitable for evaluation
EVB_0802,978,322.77,80.72,38.37,14.96,47.33,0.0856,2.29,26.05,78.89,84.29,Degraded,Suitable for evaluation
EVB_0803,983,345.06,40.66,31.35,52.36,49.01,0.0775,8.86,14.03,81.69,88.93,Moderate,Suitable for evaluation
EVB_0804,1190,345.64,30.85,32.01,41.59,45.86,0.0902,6.59,10.66,76.44,84.35,Degraded,Suitable for evaluation
EVB_0805,183,371.54,58.54,36.48,87.25,58.31,0.0584,18.9,21.75,97.18,97.56,Healthy,Not yet
EVB_0806,107,348.68,50.8,19.52,50.22,58.64,0.0516,10.27,17.71,97.73,98.75,Healthy,Not yet
EVB_0807,1629,329.55,72.36,16.95,15.54,41.66,0.1001,2.13,23.85,69.44,79.18,Critical,Consider second-life/replacement
EVB_0808,734,358.62,19.94,42.65,65.27,49.37,0.0841,11.56,7.15,82.28,83.78,Moderate,Suitable for evaluation
EVB_0809,721,366.71,63.42,18.5,78.22,51.61,0.0748,14.81,23.26,86.02,91.67,Moderate,Suitable for evaluation
EVB_0810,222,322.21,22.49,20.22,5.27,58.28,0.0479,0.99,7.25,97.13,98.42,Healthy,Not yet
EVB_0811,864,367.58,35.42,21.82,86.6,49.71,0.0741,15.82,13.02,82.84,90.02,Moderate,Suitable for evaluation
EVB_0812,1222,332.57,55.71,46.64,22.67,45.02,0.1058,3.39,18.53,75.04,74.52,Degraded,Suitable for evaluation
EVB_0813,129,356.61,47.45,33.95,57.45,58.15,0.0501,11.91,16.92,96.91,98.3,Healthy,Not yet
EVB_0814,935,345.44,64.75,37.72,44.5,48.67,0.086,7.48,22.37,81.12,85.85,Moderate,Suitable for evaluation
EVB_0815,1286,361.43,9.32,31.57,73.37,43.4,0.0913,11.51,3.37,72.33,81.94,Degraded,Suitable for evaluation
EVB_0816,252,343.48,48.71,25.18,40.26,56.47,0.0551,7.81,16.73,94.12,96.77,Healthy,Not yet
EVB_0817,813,374.78,62.08,35.05,87.63,49.69,0.0777,16.32,23.27,82.82,89.5,Moderate,Suitable for evaluation
EVB_0818,1302,361.95,43.14,17.55,74.4,44.84,0.0936,12.08,15.61,74.74,82.97,Degraded,Suitable for evaluation
EVB_0819,1749,355.96,22.45,21.24,66.53,38.61,0.1021,9.14,7.99,64.35,76.11,Critical,Consider second-life/replacement
EVB_0820,1300,367.84,59.46,35.86,80.64,43.98,0.0915,13.05,21.87,73.3,81.93,Degraded,Suitable for evaluation
EVB_0821,1732,363.09,30.13,19.14,76.63,38.95,0.1115,10.84,10.94,64.92,75.18,Critical,Consider second-life/replacement
EVB_0822,1605,325.48,35.15,28.49,8.41,40.22,0.1096,1.1,11.44,67.03,76.59,Critical,Consider second-life/replacement
EVB_0823,1514,336.67,28.8,28.85,42.5,42.02,0.098,6.01,9.7,70.03,79.79,Degraded,Suitable for evaluation
EVB_0824,1475,374.55,36.21,25.77,93.43,42.56,0.1035,14.89,13.56,70.94,79.55,Degraded,Suitable for evaluation
EVB_0825,96,328.25,52.26,14.39,16.94,59.43,0.0453,3.31,17.15,99.04,99.47,Healthy,Not yet
EVB_0826,1306,359.92,19.15,24.97,75.02,44.78,0.0886,12.09,6.89,74.64,83.58,Degraded,Suitable for evaluation
EVB_0827,1378,375.15,20.14,23.4,97.59,43.85,0.0991,16.05,7.56,73.08,81.32,Degraded,Suitable for evaluation
EVB_0828,1599,321.69,37.3,31.29,9.96,40.58,0.1052,1.3,12.0,67.64,77.5,Critical,Consider second-life/replacement
EVB_0829,1216,360.08,25.43,30.88,69.81,45.13,0.0947,11.34,9.16,75.22,83.08,Degraded,Suitable for evaluation
EVB_0830,1488,341.81,45.72,33.02,49.47,41.53,0.1014,7.02,15.63,69.22,78.89,Critical,Consider second-life/replacement
EVB_0831,1586,350.98,50.3,24.59,60.02,40.35,0.0965,8.5,17.65,67.24,78.46,Critical,Consider second-life/replacement
EVB_0832,1446,324.78,53.46,34.18,13.11,42.78,0.0999,1.82,17.36,71.31,80.24,Degraded,Suitable for evaluation
EVB_0833,1639,318.24,53.97,17.55,9.09,39.83,0.1072,1.15,17.17,66.38,76.55,Critical,Consider second-life/replacement
EVB_0834,1332,355.19,72.88,15.42,68.35,45.04,0.0911,10.94,25.88,75.07,83.48,Degraded,Suitable for evaluation
EVB_0835,705,362.86,48.64,11.32,83.21,51.51,0.0685,15.55,17.65,85.86,92.22,Moderate,Suitable for evaluation
EVB_0836,520,365.76,55.6,26.01,79.29,54.81,0.0651,15.9,20.33,91.35,95.24,Healthy,Not yet
EVB_0837,1020,348.77,36.74,23.97,56.66,48.16,0.0785,9.52,12.81,80.27,88.02,Moderate,Suitable for evaluation
EVB_0838,1085,322.93,66.25,36.31,14.49,46.38,0.0892,2.17,21.39,77.29,84.16,Degraded,Suitable for evaluation
EVB_0839,1403,358.75,34.23,24.81,70.36,43.12,0.0944,10.89,12.28,71.87,81.28,Degraded,Suitable for evaluation
EVB_0840,785,333.34,55.05,32.19,27.98,49.41,0.0723,4.61,18.35,82.35,89.99,Moderate,Suitable for evaluation
EVB_0841,833,370.91,15.33,36.51,91.55,50.07,0.0833,17.0,5.69,83.45,88.22,Moderate,Suitable for evaluation
EVB_0842,1017,363.23,43.84,24.51,84.64,47.32,0.0832,14.55,15.92,78.86,86.62,Degraded,Suitable for evaluation
EVB_0843,407,364.72,24.76,32.38,72.39,54.34,0.0597,14.35,9.03,90.56,94.81,Healthy,Not yet
EVB_0844,1021,378.33,56.43,38.02,95.14,48.68,0.0871,17.52,21.35,81.13,85.53,Moderate,Suitable for evaluation
EVB_0845,1481,319.47,65.81,20.09,7.99,42.95,0.0957,1.1,21.02,71.58,80.94,Degraded,Suitable for evaluation
EVB_0846,717,363.66,33.61,30.2,74.94,52.1,0.0677,14.2,12.22,86.83,92.76,Moderate,Suitable for evaluation
EVB_0847,422,341.44,83.53,24.54,36.37,55.48,0.053,6.89,28.52,92.47,95.86,Healthy,Not yet
EVB_0848,1081,378.11,34.93,20.6,91.08,46.16,0.0809,15.9,13.21,76.94,85.86,Degraded,Suitable for evaluation
EVB_0849,1195,330.67,18.34,17.71,30.33,45.38,0.0843,4.55,6.07,75.63,84.69,Degraded,Suitable for evaluation
EVB_0850,1421,360.44,28.11,20.47,73.86,42.71,0.0952,11.37,10.13,71.18,80.79,Degraded,Suitable for evaluation
EVB_0851,725,367.6,21.6,30.48,88.38,50.1,0.0725,16.28,7.94,83.51,90.59,Moderate,Suitable for evaluation
EVB_0852,139,326.37,56.76,17.11,8.96,57.94,0.0467,1.69,18.52,96.57,98.11,Healthy,Not yet
EVB_0853,1721,341.08,23.63,25.59,42.78,38.97,0.1067,5.69,8.06,64.94,75.82,Critical,Consider second-life/replacement
EVB_0854,747,366.52,32.0,36.51,77.42,51.06,0.0725,14.49,11.73,85.09,90.56,Moderate,Suitable for evaluation
EVB_0855,1389,346.34,50.88,33.59,48.22,45.1,0.096,7.53,17.62,75.17,82.88,Degraded,Suitable for evaluation
EVB_0856,1251,338.21,49.85,25.76,30.39,44.97,0.0864,4.62,16.86,74.96,84.04,Degraded,Suitable for evaluation
EVB_0857,589,336.04,47.67,43.52,25.88,52.64,0.0794,4.58,16.02,87.73,86.89,Moderate,Suitable for evaluation
EVB_0858,781,331.14,51.17,45.14,17.49,50.0,0.0849,2.9,16.94,83.33,82.75,Moderate,Suitable for evaluation
EVB_0859,918,367.78,33.96,30.21,86.43,49.5,0.0769,15.73,12.49,82.5,89.46,Moderate,Suitable for evaluation
EVB_0860,90,360.45,14.97,10.25,59.66,58.17,0.0456,12.51,5.4,96.95,98.32,Healthy,Not yet
